 1060  28.4614 31.9672     184   111    25   159  
 1061  28.7928 30.4528     208    24    19   189  
 1062  28.6384 28.5276     235    27    27   208  
 1063  29.6782 30.3266     161    74    58   103  
 1064  30.8927 31.4982     143    18    29   114  
 1065  30.7887 31.9359     123    20    19   104  
 1066  32.4289 33.4289     123     0    44    79  
 1067  30.3522 29.2527     204    81    12   192  
 1068  30.8000 31.6000      94   110    53    41  
 1069  28.9931 29.9537     288   194     8   280  
 1070  31.4211 30.6228     331    43    17   314  
 1071  30.0089 30.9066     310    21    37   273  
 1072  29.2757 31.7212     271    39    44   227  
 1073  29.7921 30.8511     409   138    41   368  
 1074  28.5737 30.6688     116   293    78    38  
 1075  29.5307 30.4328     251   135    27   224  
 1076  29.9948 31.4953     289    38     9   280  
 1077  31.4730 31.5166     226    63    30   196  
 1078  29.5697 31.3367     549   323    20   529  
 1079  29.8424 30.7119     602    53    36   566  
 1080  29.9266 30.1508     353   249    44   309  
 1081  29.4021 31.4441     261    92    27   234  
 1082  30.7537 31.2232     201    60    40   161  
 1083  29.2952 32.0605      99   102    33    66  
 1084  30.1675 32.2093     215   116     5   210  
 1085  28.9066 31.7101     288    73    47   241  
 1086  29.2530 29.8289     289     1    22   267  
 1087  28.8623 31.8246     485   196    21   464  
 1088  30.4853 30.9225     441    44    20   421  
 1089  29.6091 30.8614     261   180    25   236  
 1090  30.9007 34.3690     104   157    11    93  
 1091  29.5705 31.8954     240   136     5   235  
 1092  29.9500 32.6113     130   110    31    99  
 1093  28.6826 33.1565     127     3    31    96  
 1094  29.0500 31.7206     587   460    36   551  
 1095  30.2584 31.2951     212   375    23   189  
 1096  29.6944 30.6744     387   175    82   305  
 1097  30.4326 32.6743     226   161    40   186  
 1098  26.6000 32.2000      68   158    35    33  
 1099  28.0019 33.1194     135    67    16   119  
 1100  30.1137 31.0640     206    71    31   175  
 1101  28.3082 30.2276      75   131    20    55  
 1102  31.1999 31.6001      42    33    44    -2  
 1103  31.6000 29.2000      67    25    15    52  
 1104  27.1371 31.1351     176   109    16   160  
 1105  30.1557 30.7148     231    55    14   217  
 1106  30.5436 31.3220     538   307    43   495  
 1107  29.4452 30.8540     348   190    37   311  
 1108  30.0964 31.6015     225   123    53   172  
 1109  30.8159 31.3011     194    31    21   173  
 1110  28.8963 31.8926     291    97    25   266  
 1111  30.2861 31.4264     224    67     3   221  
 1112  30.0067 30.9053     198    26    18   180  
 1113  29.4676 31.5461     336   138    94   242  
 1114  27.8294 30.1923     178   158    16   162  
 1115  27.9934 31.0398     695   517   125   570  
 1116  28.2082 31.4057     571   124   103   468  
 1117  28.9681 31.4927     210   361    23   187  
 1118  29.8295 31.0177     132    78    23   109  
 1119  30.0526 31.0938     398   266    40   358  
 1120  29.7530 30.2639     225   173    10   215  
 1121  28.3331 31.3337     275    50    26   249  
 1122  29.9289 29.7814     373    98    70   303  
 1123  29.3492 31.5238     322    51    47   275  
 1124  29.7115 31.5188     151   171    14   137  
 1125  28.0072 33.2365     130    21    62    68  
 1126  28.4644 30.8125      95    35    38    57  
 1127  29.7011 30.5168     443   348    34   409  
 1128  29.8006 32.4127     237   206    56   181  
 1129  31.5883 31.3115     235     2    76   159  
 1130  29.1924 30.4260     437   202    17   420  
 1131  29.3438 30.7663     330   107    33   297  
 1132  29.2973 30.7003     407    77    44   363  
 1133  29.4633 30.3185     182   225    23   159  
 1134  30.0234 30.2787     225    43    12   213  
 1135  30.5201 27.7642     153    72    18   135  
 1136  27.6609 30.4880     283   130    57   226  
 1137  29.5616 31.9112     190    93    58   132  
 1138  29.3966 30.5429     286    96    44   242  
 1139  28.8382 30.6289     353    67    25   328  
 1140  27.6504 30.7155     361     8    47   314  
 1141  29.6258 31.2898     414    53    36   378  
 1142  27.7200 30.8432     305   109    79   226  
 1143  30.4495 29.3590     138   167    12   126  
 1144  27.3294 30.5781     115    23    38    77  
 1145  28.7475 31.3111     157    42    21   136  
 1146  28.2635 29.5939     195    38    24   171  
 1147  27.1424 31.1140     353   158    26   327  
 1148  28.3536 31.2985     300    53    71   229  
 1149  28.0315 30.2493     119   181    25    94  
 1150  28.1790 29.9230     343   224    27   316  
 1151  28.7171 30.8237     304    39    47   257  
 1152  28.3883 29.6072     562   258    38   524  
 1153  27.6411 30.1693     145   417    34   111  
 1154  28.8688 30.0526     345   200    35   310  
 1155  27.2036 31.9844     221   124    11   210  
 1156  28.1757 30.1582     213     8    27   186  
 1157  27.9325 31.8030     219     6    24   195  
 1158  28.9502 30.6674     288    69    13   275  
 1159  27.2186 30.5726     256    32    38   218  
 1160  28.5112 29.5744     108   148    29    79  
 1161  28.6383 29.7430     253   145    20   233  
 1162  28.8531 27.7125      24   229    41   -17  
 1163  28.7774 30.8013     212   188    13   199  
 1164  27.8725 30.6782     113    99    21    92  
 1165  28.1652 30.0393      44    69    13    31  
 1166  31.2190 28.9817     103    59     5    98  
 1167  27.6873 29.2965     145    42    22   123  
 1168  27.3938 30.6535      67    78    16    51  
 1169  27.5197 27.7516     167   100     7   160  
 1170  28.2908 29.2294      80    87    40    40  
 1171  28.4798 30.6249     236   156     9   227  
 1172  27.6288 31.5260     145    91    39   106  
 1173  27.2739 27.3336     119    26    32    87  
 1174  27.4166 29.5507     364   245    20   344  
 1175  27.2668 29.5447     225   139    39   186  
 1176  26.3734 27.8498     113   112    27    86  
 1177  27.0072 30.9613     198    85    45   153  
 1178  25.9882 30.2223      72   126    12    60  
 1179  27.6211 30.7815      76     4    38    38  
 1180  26.0668 27.7867     149    73    19   130  
 1181  25.8851 31.8790     178    29    17   161  
 1182  28.4286 30.1429     131    47    11   120  
 1183  27.5603 29.6634     489   358    60   429  
 1184  26.4280 30.3762     235   254    31   204  
 1185  27.6695 30.4659     191    44    53   138  
 1186  27.5021 30.1399     305   114    49   256  
 1187  28.7101 30.3578     122   183    30    92  
 1188  27.3413 28.3425     166    44    32   134  
 1189  29.0595 30.1542     346   180     9   337  
 1190  28.4825 30.4936     453   107    13   440  
 1191  26.9134 28.9260     253   200    51   202  
 1192  28.3664 28.7712     149   104     4   145  
 1193  28.0691 30.9937     187    38    64   123  
 1194  29.3143 28.2375      79   108    22    57  
 1195  27.2645 28.7519     269   190    72   197  
 1196  24.9998 30.3430     141   128    52    89  
 1197  27.1883 31.3341      62    79    36    26  
 1198  29.1393 29.7732     278   216    23   255  
 1199  25.9474 27.9588     280     2    14   266  
 1200  27.5623 30.9383     349    69    46   303  
 1201  28.1634 30.0848     280    69     9   271  
 1202  26.5642 30.5739     184    96    24   160  
 1203  30.2708 29.6914     245    61    22   223  
 1204  26.8564 28.8324     121   124    11   110  
 1205  28.1733 29.2786     171    50    10   161  
 1206  25.9046 28.9866     254    83     0   254  
 1207  28.3628 29.4527     404   150    16   388  
 1208  28.2707 31.7644     135   269    10   125  
 1209  27.0725 28.8895     439   304    30   409  
 1210  27.5581 30.0114      94   345    32    62  
 1211  26.4982 30.8405     102     8    32    70  
 1212  28.3608 30.2417     176    74    16   160  
 1213  29.2415 29.1877     181     5    48   133  
 1214  26.0134 27.2036     126    55    36    90  
 1215  26.4000 29.7999     167    41    42   125  
 1216  26.2000 29.0000      44   123    23    21  
 1217  27.4136 27.6094     145   101    50    95  
 1218  29.2001 30.0000      58    87    18    40  
 1219  28.9999 31.2001      41    17    31    10  
 1220  29.8665 26.5642      87    46    11    76  
 1221  27.0093 29.2764     213   126    38   175  
 1222  29.0000 31.2001      80   133    19    61  
 1223  27.3785 26.6597     174    94     3   171  
 1224  28.2319 27.2667      45   129    43     2  
 1225  25.7291 28.9610      95    50    37    58  
 1226  25.5807 30.2053     143    48    30   113  
 1227  28.4333 29.2112     173    30    18   155  
 1228  25.3232 30.4108     163    10    18   145  
 1229  25.8001 30.3999      46   117    36    10  
 1230  27.6603 28.0863     150   104    27   123  
 1231  27.7305 28.7654     155     5    16   139  
 1232  27.1886 30.5185     224    69    41   183  
 1233  27.0036 31.0082     219     5    26   193  
 1234  28.0002 25.5998      41   178     5    36  
 1235  28.1478 26.9519     156   115    16   140  
 1236  28.1438 29.5713     393   237    68   325  
 1237  26.4055 29.0675     320    73    28   292  
 1238  26.6458 30.6574     133   187    11   122  
 1239  27.4940 29.2071     571   438    30   541  
 1240  27.6853 30.8469     460   111    58   402  
 1241  28.4445 31.3140     169   291    33   136  
 1242  27.4845 31.7614     181    12    48   133  
 1243  26.9263 30.5893     212    31    35   177  
 1244  25.2984 30.1061     129    83    44    85  
 1245  29.1958 32.2153     188    59    35   153  
 1246  27.1565 29.9923     280    92    44   236  
 1247  26.9038 30.9318     294    14    53   241  
 1248  27.9188 30.7776     167   127    36   131  
 1249  27.4940 31.9505     140    27     4   136  
 1250  26.3698 30.0031     169    29    40   129  
 1251  27.7954 30.9506     210    41    36   174  
 1252  26.2825 30.8123     290    80    53   237  
 1253  25.6258 30.7737     431   141    72   359  
 1254  27.2545 29.0513     136   295    12   124  
 1255  26.3981 31.2317     320   184    13   307  
 1256  26.5668 29.7159     435   115    24   411  
 1257  28.8954 31.4323     151   284    31   120  
 1258  27.2903 30.0185     356   205    93   263  
 1259  26.4846 31.9181     177   179    51   126  
 1260  25.9887 30.3476     308   131    23   285  
 1261  25.7522 30.1545     419   111    95   324  
 1262  28.3560 30.3451     356    63    50   306  
 1263  27.2193 30.5550     397    41    56   341  
 1264  25.9704 29.4980     242   155    49   193  
 1265  25.8000 30.8000      31   211    81   -50  
 1266  27.1374 30.1178     356   325    29   327  
 1267  26.9165 30.8621     152   204    43   109  
 1268  26.5384 30.1520     503   351    35   468  
 1269  26.0330 29.3524     244   259    25   219  
 1270  26.2036 30.3376     166    78     8   158  
 1271  25.0097 30.2685     466   300    43   423  
 1272  26.3775 28.3703     131   335    45    86  
 1273  25.4308 29.2243     173    42    25   148  
 1274  26.4511 28.3463     221    48    25   196  
 1275  26.4460 29.9000     291    70     6   285  
 1276  26.4810 29.4096     159   132    29   130  
 1277  26.2666 29.7988     307   148    16   291  
 1278  25.7663 30.5532     204   103    36   168  
 1279  26.1191 28.3609     177    27    20   157  
 1280  25.5952 26.8466      13   164    44   -31  
 1281  26.1434 31.1849     275   262     7   268  
 1282  27.7144 30.1473     254    21    11   243  
 1283  24.9533 29.1865     157    97    73    84  
 1284  26.4937 28.0457     196    39    17   179  
 1285  27.0343 27.2818      67   129    18    49  
 1286  26.4640 28.0297     185   118    43   142  
 1287  25.7001 30.5328     124    61    42    82  
 1288  24.9668 29.3122     189    65     9   180  
 1289  25.4321 27.8079     121    68    16   105  
 1290  25.8648 29.0001      18   103    60   -42  
 1291  26.3080 28.1183     174   156    47   127  
 1292  23.2001 30.4000      38   136    30     8  
 1293  25.4399 28.0335      89    51     8    81  
 1294  25.0854 28.3542     163    74    26   137  
 1295  25.7303 30.0346     167     4    19   148  
 1296  25.2593 28.9364     362   195    90   272  
 1297  25.2269 29.1848     399    37     9   390  
 1298  26.2427 28.9347     339    60    42   297  
 1299  27.7179 30.9254     146   193    12   134  
 1300  26.6555 30.4180     222    76    37   185  
 1301  27.9726 32.4005     201    21    38   163  
 1302  24.5976 28.6560     353   152    61   292  
 1303  26.9552 29.2580      92   261    20    72  
 1304  24.6884 30.0176     165    73    24   141  
 1305  26.5480 29.7440     535   370     9   526  
 1306  26.4321 29.7210     375   160    29   346  
 1307  27.2443 28.1498     231   144    10   221  
 1308  27.1930 29.1420     159    72    46   113  
 1309  27.0672 28.5886     268   109    59   209  
 1310  25.2627 28.6701     280    12    63   217  
 1311  26.4262 28.9668     375    95    80   295  
 1312  24.9718 27.5367     325    50    21   304  
 1313  26.2547 27.8258     170   155    52   118  
 1314  26.4312 29.4523     351   181    20   331  
 1315  25.5845 29.3455     746   395    71   675  
 1316  26.1793 28.6303     272   474    27   245  
 1317  25.2830 28.3860     307    35    39   268  
 1318  25.9204 28.3131     231    76    43   188  
 1319  26.3583 29.7524     189    42    42   147  
 1320  25.4849 27.4491      79   110     1    78  
 1321  25.2113 28.8553     262   183    26   236  
 1322  28.1908 28.2571     184    78    31   153  
 1323  25.8755 28.7901     252    68    25   227  
 1324  27.5430 26.4975     234    18    75   159  
 1325  28.5822 26.8011     243     9    23   220  
 1326  26.2263 29.4338     323    80    34   289  
 1327  27.4145 26.3902     102   221    17    85  
 1328  30.5000 30.2504      71    31    29    42  
 1329  26.8681 29.2664     152    81     2   150  
 1330  27.3509 29.3096     190    38    41   149  
 1331  27.0702 27.2138     247    57    71   176  
 1332  27.2576 26.8845     246     1    40   206  
 1333  27.8099 26.7329     286    40    45   241  
 1334  28.5100 28.2574     232    54     2   230  
 1335  25.6190 27.8918     219    13    37   182  
 1336  26.9202 28.0014     194    25    42   152  
 1337  25.9694 27.0722     266    72    15   251  
 1338  27.9446 24.9423     166   100    34   132  
 1339  25.9324 26.6934     260    94    44   216  
 1340  26.4142 28.5248     336    76    17   319  
 1341  24.1254 27.1197     153   183    29   124  
 1342  28.1138 26.6839     197    44    50   147  
 1343  27.6276 27.4902     274    77    58   216  
 1344  27.7510 26.9130     505   231    53   452  
 1345  27.3962 27.7803     436    69    23   413  
 1346  27.4611 26.4925     389    47    38   351  
 1347  27.0227 26.7484     147   242    26   121  
 1348  26.0025 26.3277     301   154    45   256  
 1349  27.6324 24.8640     426   125    33   393  
 1350  27.5382 26.0291     221   205    21   200  
 1351  27.6089 26.1638     166    55    31   135  
 1352  28.3309 28.4398     295   129     6   289  
 1353  29.6000 25.8000      79   216    26    53  
 1354  28.6909 27.7886     112    33    23    89  
 1355  28.1255 25.6956     340   228    22   318  
 1356  28.7994 28.4421     152   188    33   119  
 1357  28.3154 27.1811     212    60    10   202  
 1358  26.0305 28.2912     109   103    64    45  
 1359  27.4034 27.7624     191    82    16   175  
 1360  27.3107 27.5866     386   195    29   357  
 1361  28.3526 26.7304     470    84    61   409  
 1362  28.0324 28.1000     267   203    39   228  
 1363  27.4416 25.8850     140   127    22   118  
 1364  27.8391 25.4989     281   141    78   203  
 1365  27.3202 26.2845     205    76    20   185  
 1366  27.2293 27.4103     153    52    12   141  
 1367  28.8066 27.8760     165    12    32   133  
 1368  26.9633 27.2688     190    25    26   164  
 1369  26.7497 27.5514     177    13    14   163  
 1370  28.4953 27.9024     334   157    29   305  
 1371  27.4422 29.0801     212   122    23   189  
 1372  26.7863 28.1646     437   225    59   378  
 1373  26.9324 27.3236     389    48    34   355  
 1374  26.9600 28.7378     514   125    60   454  
 1375  25.8893 28.3720     148   366    54    94  
 1376  27.4077 29.5235     350   202    41   309  
 1377  25.0731 29.6847     223   127    28   195  
 1378  28.1893 28.1456     456   233    42   414  
 1379  27.3269 29.3533     313   143    27   286  
 1380  26.8476 28.9658     401    88    30   371  
 1381  27.0150 28.7499     298   103    32   266  
 1382  27.3317 27.6723     328    30    40   288  
 1383  27.9794 28.8882     207   121    57   150  
 1384  27.7269 27.8263     157    50    34   123  
 1385  27.9382 28.8161     165     8    47   118  
 1386  27.5118 28.0248     461   296    43   418  
 1387  27.5385 25.8085     110   351    48    62  
 1388  28.9322 28.3578     459   349    32   427  
 1389  28.3027 27.0627     325   134    59   266  
 1390  29.3088 27.1630     270    55    24   246  
 1391  27.5360 26.5513     373   103    43   330  
 1392  27.4649 26.8252     477   104    53   424  
 1393  27.1746 28.2178     195   282    27   168  
 1394  27.1578 29.3849     216    21    30   186  
 1395  28.2747 27.4216     246    30    29   217  
 1396  25.7658 27.6637     150    96    31   119  
 1397  27.9591 28.1107     150     0    30   120  
 1398  29.2448 29.9596     145     5    26   119  
 1399  27.3988 28.9132     117    28    14   103  
 1400  27.7828 28.3627     250   133    52   198  
 1401  28.0997 26.0338     238    12    45   193  
 1402  28.7855 28.2589     332    94    70   262  
 1403  28.0000 26.5000      65   267    18    47  
 1404  27.8536 29.5962     278   213    34   244  
 1405  28.8161 28.3026     346    68    89   257  
 1406  28.8803 25.4930     309    37    94   215  
 1407  31.3729 28.1094     337    28     5   332  
 1408  30.2352 27.9970     389    52    17   372  
 1409  29.3341 28.1747     139   250    53    86  
 1410  29.4933 28.9740     195    56    21   174  
 1411  30.9590 26.4920     249    54    17   232  
 1412  30.0115 27.6566     118   131    29    89  
 1413  28.0488 24.2737     185    67    69   116  
 1414  28.3980 28.1261      92    93    10    82  
 1415  28.5357 27.2534     198   106    55   143  
 1416  29.5791 27.2532     203     5    47   156  
 1417  27.8400 29.1193     207     4    54   153  
 1418  29.3525 27.4877     378   171    45   333  
 1419  28.6545 27.5620     173   205    26   147  
 1420  29.9132 27.8266     196    23    22   174  
 1421  30.3826 27.3836      62   134    50    12  
 1422  29.2091 26.2906     347   285     8   339  
 1423  27.5999 25.8000      48   299    70   -22  
 1424  30.6000 26.0000      54     6     6    48  
 1425  28.8437 27.3309     226   172    33   193  
 1426  28.2160 26.8464      70   156    24    46  
