  570  34.8048 31.1627     243   242    24   219  
  571  34.4051 31.7108     321    78    38   283  
  572  32.3083 31.4154     237    84    58   179  
  573  31.6393 30.5516     291    54    20   271  
  574  30.8002 30.7437     378    87    72   306  
  575  31.3911 30.4327     559   181    11   548  
  576  34.0406 32.8840     419   140    58   361  
  577  33.7772 33.0591     436    17    28   408  
  578  34.6529 34.0124     354    82   103   251  
  579  35.0283 32.0528     518   164   100   418  
  580  34.3843 33.3130     510     8    77   433  
  581  31.4613 30.8445     490    20    67   423  
  582  33.8352 32.7728     602   112    37   565  
  583  32.7755 32.3332     654    52   102   552  
  584  33.1877 33.3536     420   234    42   378  
  585  33.9037 32.7859     486    66    87   399  
  586  31.3856 32.1971     407    79    24   383  
  587  33.8361 33.6848     292   115    31   261  
  588  30.6712 32.4837     424   132    32   392  
  589  33.6271 32.9732     374    50    27   347  
  590  33.3965 33.6832     377     3    66   311  
  591  33.2932 31.8838     239   138    35   204  
  592  32.9736 35.1581     328    89   139   189  
  593  32.8763 33.4973     211   117    69   142  
  594  31.9220 34.2548     429   218    29   400  
  595  34.0521 33.7085     370    59    60   310  
  596  31.6822 34.0012     428    58    35   393  
  597  32.9344 34.3584     364    64   128   236  
  598  29.9603 29.4156     357     7    34   323  
  599  32.9429 33.0476     257   100    82   175  
  600  34.2682 33.1291     528   271    45   483  
  601  33.6351 33.7348     334   194   157   177  
  602  33.0999 33.8443     358    24    23   335  
  603  33.3539 32.5780     276    82    43   233  
  604  32.6537 33.4744     359    83    29   330  
  605  34.2620 34.7717     361     2   109   252  
  606  33.2852 33.0710     329    32    61   268  
  607  32.6684 33.7392     402    73    30   372  
  608  33.3916 33.5570     371    31    30   341  
  609  33.0648 33.3661     256   115    26   230  
  610  34.1954 33.6124     313    57    47   266  
  611  33.5728 33.2057     263    50    65   198  
  612  32.2206 35.3614     475   212    33   442  
  613  31.2843 33.4551     580   105    51   529  
  614  33.8912 33.2111     465   115    41   424  
  615  32.2886 35.4487     352   113    46   306  
  616  32.4574 33.5648     508   156    70   438  
  617  32.3246 32.8509     455    53    33   422  
  618  30.9049 32.6821     372    83    63   309  
  619  32.5366 33.1715     536   164    93   443  
  620  32.1150 32.7404     349   187    38   311  
  621  32.7400 30.8308     114   235     6   108  
  622  32.9030 32.6311     348   234    57   291  
  623  32.2430 31.9545     440    92    55   385  
  624  33.6090 34.5054     298   142    43   255  
  625  31.8902 31.5047     291     7    14   277  
  626  34.8758 32.0442     296     5    25   271  
  627  32.5530 33.2848     325    29    31   294  
  628  32.7124 36.1384     300    25   110   190  
  629  33.6077 33.8387     334    34    37   297  
  630  32.1814 33.5038     278    56    31   247  
  631  34.4117 32.6053     309    31    66   243  
  632  34.1306 35.1301     163   146    58   105  
  633  32.0899 32.4669     663   500    54   609  
  634  31.7942 32.9966     279   384    24   255  
  635  32.9149 32.7814     329    50    26   303  
  636  31.8860 33.5313     260    69    48   212  
  637  31.8700 33.1921     263     3    50   213  
  638  30.6070 33.5246     390   127    37   353  
  639  32.4935 36.4722     460    70    70   390  
  640  30.8288 34.3299     278   182    68   210  
  641  32.6656 34.9908     273     5    22   251  
  642  36.4706 34.5405     226    47   106   120  
  643  34.6024 34.7832     233     7    57   176  
  644  32.7341 35.0260     408   175     1   407  
  645  31.3392 35.0768     210   198    37   173  
  646  32.3611 36.7935     245    35    54   191  
  647  33.4220 34.6062     259    14    38   221  
  648  33.6051 35.5370     302    43    17   285  
  649  32.5764 34.8385     349    47    50   299  
  650  33.6652 34.2097     271    78    53   218  
  651  32.5946 34.8637     302    31    33   269  
  652  31.5720 35.1205     339    37    16   323  
  653  32.4910 35.1216     499   160    43   456  
  654  31.7688 36.8944     518    19    39   479  
  655  32.0470 35.9822     478    40    56   422  
  656  31.9180 34.4451     440    38    31   409  
  657  33.4209 34.1430     193   247    18   175  
  658  31.8247 33.2737     222    29    45   177  
  659  31.5127 34.5834     660   438    57   603  
  660  32.5737 34.3545     327   333    66   261  
  661  31.5788 34.8858     310    17    64   246  
  662  29.8873 33.0114     382    72    63   319  
  663  31.2864 35.2016     179   203    41   138  
  664  31.1299 34.8227     234    55    35   199  
  665  31.8161 34.9671     208    26    38   170  
  666  32.6896 35.7980     428   220    50   378  
  667  31.4225 33.0888     407    21    75   332  
  668  32.6349 32.2840     354    53    27   327  
  669  28.5436 35.2044     178   176    29   149  
  670  32.0329 35.4542     259    81    47   212  
  671  31.3744 35.5499     309    50    58   251  
  672  31.4039 33.9857     365    56    88   277  
  673  30.4903 36.3554     197   168    49   148  
  674  31.1152 33.4072     261    64    25   236  
  675  31.8702 36.3929     384   123    66   318  
  676  31.3997 35.3129     432    48   102   330  
  677  32.3437 35.1376     272   160    30   242  
  678  31.6223 34.8009     298    26    90   208  
  679  29.4709 33.0347     240    58    67   173  
  680  29.9098 34.3324     611   371    65   546  
  681  30.5299 34.8856     572    39    28   544  
  682  32.8412 35.6574     248   324    50   198  
  683  30.7559 35.3484     334    86    67   267  
  684  32.0526 34.6351     403    69    45   358  
  685  30.7609 35.0381     333    70     2   331  
  686  31.2395 35.8782     644   311    36   608  
  687  32.0655 35.9397     412   232    35   377  
  688  31.7812 35.5263     418     6    30   388  
  689  31.7612 34.9356     455    37    56   399  
  690  32.5739 34.3869     372    83    51   321  
  691  31.5869 33.4402     381     9    52   329  
  692  32.3331 34.7562     203   178    62   141  
  693  30.8195 35.7180     349   146    52   297  
  694  31.4108 34.1847     260    89    14   246  
  695  30.8894 35.0102     344    84    50   294  
  696  31.2033 33.8834     276    68    37   239  
  697  31.9249 35.1940     493   217    96   397  
  698  31.7565 35.9498     506    13    35   471  
  699  31.9002 34.6105     483    23    37   446  
  700  32.1719 35.5120     353   130    68   285  
  701  31.6513 34.9031     473   120    62   411  
  702  31.9907 34.6602     335   138    49   286  
  703  32.3301 34.4173     319    16    55   264  
  704  31.8692 35.6841     517   198    34   483  
  705  32.2597 35.6653     454    63    65   389  
  706  32.4519 34.6794     532    78    45   487  
  707  31.1616 34.2936     376   156   119   257  
  708  29.9982 33.9969     460    84    44   416  
  709  31.3813 34.2196     494    34    26   468  
  710  31.2068 33.8074     303   191    62   241  
  711  31.1070 33.9291     236    67   111   125  
  712  33.3615 36.3878     178    58    57   121  
  713  33.8364 33.5144     429   251    37   392  
  714  31.5065 36.0414     608   179    29   579  
  715  30.3461 35.1529     419   189    65   354  
  716  31.2099 34.7769     399    20    72   327  
  717  28.4892 34.8715     544   145    71   473  
  718  29.8655 34.7743     395   149   107   288  
  719  30.4706 34.2025     303    92    85   218  
  720  30.3031 35.7983     302     1    61   241  
  721  29.4393 33.7641     358    56    29   329  
  722  29.9890 34.1943     592   234    66   526  
  723  32.2113 34.3359     320   272    16   304  
  724  30.6085 33.4577     957   637    76   881  
  725  30.3596 35.4823     395   562    18   377  
  726  30.3368 36.3458     333    62    47   286  
  727  30.9557 34.6538     375    42    17   358  
  728  33.1389 33.8691     300    75    72   228  
  729  30.6417 34.6165     300     0    36   264  
  730  31.1480 35.3539     367    67    35   332  
  731  31.1227 34.6882     535   168    65   470  
  732  30.8015 33.9595     366   169    48   318  
  733  29.5918 34.8924     488   122    74   414  
  734  29.7299 34.0645     376   112    61   315  
  735  31.0188 34.0561     542   166   181   361  
  736  30.8550 33.6065     471    71    54   417  
  737  30.8869 34.1652     452    19   126   326  
  738  29.9529 35.2832     248   204    58   190  
  739  29.2968 35.2950     334    86    15   319  
  740  30.8601 31.6216     379    45    39   340  
  741  31.7798 32.8583     287    92    81   206  
  742  28.6589 34.0842     394   107    33   361  
  743  29.8264 34.5702     332    62    48   284  
  744  30.1284 34.9184     662   330    87   575  
  745  30.8126 34.7598     510   152    63   447  
  746  30.1601 35.5248     518     8    79   439  
  747  31.6011 35.5584     517     1   151   366  
  748  28.8779 34.4168     450    67    45   405  
  749  29.6164 36.9081     326   124    11   315  
  750  30.8156 35.3106     344    18    45   299  
  751  29.6065 37.1741     349     5    64   285  
  752  31.4230 34.3625     439    90   113   326  
  753  29.6066 36.1417     628   189    84   544  
  754  29.8660 35.8644     756   128    78   678  
  755  29.6489 36.8127     557   199    68   489  
  756  29.0639 35.9129     721   164    22   699  
  757  28.0003 38.1665     682    39   117   565  
  758  29.6619 35.9424     250   432    81   169  
  759  29.7555 35.4616     430   180    54   376  
  760  29.5146 36.4666     469    39    29   440  
  761  29.2736 36.1584     858   389   107   751  
  762  29.1908 35.7363     789    69    46   743  
  763  28.7266 36.9406     838    49   111   727  
  764  29.1235 38.2699     818    20    26   792  
  765  29.4683 35.6505     502   316    59   443  
  766  29.7508 34.6317     257   245    32   225  
  767  29.4712 36.2358     323    66    42   281  
  768  30.0429 36.7567     634   311   126   508  
  769  30.6050 35.8972     295   339    35   260  
  770  30.7138 36.0840     690   395    97   593  
  771  29.2723 37.0961     424   266   108   316  
  772  30.8022 36.0798     379    45    54   325  
  773  30.4205 35.6951     413    34    49   364  
  774  30.4363 37.3681     509    96    14   495  
  775  29.2729 37.3063     392   117    30   362  
  776  30.7165 35.4586     252   140    26   226  
  777  29.8073 35.7718     499   247    43   456  
  778  30.8250 35.5297     416    83    21   395  
  779  30.6347 35.5756     305   111    49   256  
  780  30.5959 35.9824     149   156    27   122  
  781  27.9222 37.3554     532   383    23   509  
  782  28.6580 34.8466     338   194    35   303  
  783  30.6582 34.6793     211   127    67   144  
  784  31.2220 34.4687     162    49    44   118  
  785  31.0235 35.8095     453   291    32   421  
  786  28.9760 35.0421     443    10    72   371  
  787  29.7981 35.9076     489    46    50   439  
  788  29.2544 35.1333     265   224    15   250  
  789  30.4890 35.0056     365   100    39   326  
  790  30.1564 35.6127     161   204    29   132  
  791  31.1427 34.3753     363   202    42   321  
  792  29.7017 36.8973     606   243    83   523  
  793  29.0762 36.9299     627    21   105   522  
  794  29.5290 34.7772     376   251    43   333  
  795  30.1302 36.0428     382     6    23   359  
  796  31.1418 35.7752     366    16    61   305  
  797  29.5509 35.5709     319    47    13   306  
  798  29.6896 35.1296     657   338    33   624  
  799  29.2127 35.1180     604    53    23   581  
  800  28.3045 37.1867     627    23    79   548  
  801  27.3979 36.0406     587    40    71   516  
  802  28.8896 34.4609     473   114    21   452  
  803  30.3947 34.2091     393    80    60   333  
  804  29.0729 35.9251     473    80    43   430  
  805  28.9091 34.3636     472     1    38   434  
  806  29.1794 34.6745     266   206    55   211  
  807  29.3210 33.8005     308    42    48   260  
  808  28.8156 34.5156     228    80    51   177  
  809  29.1255 35.4260     206    22    69   137  
  810  29.1184 34.4333     301    95    34   267  
  811  29.7947 34.6787     236    65    31   205  
  812  28.6641 34.1606     250    14    87   163  
  813  29.0859 34.9656     419   169    32   387  
  814  27.8770 35.9884     417     2    78   339  
  815  28.9967 34.5468     209   208    15   194  
  816  29.2694 35.7787     519   310    87   432  
  817  28.2832 36.1367     449    70    79   370  
  818  26.7784 34.4727     411    38    47   364  
  819  28.9622 34.7958     535   124    13   522  
  820  27.5359 32.4510      95   440    16    79  
  821  28.2518 35.2623     311   216    53   258  
  822  30.1670 35.5937     383    72    39   344  
  823  27.8430 35.2332     318    65    45   273  
  824  28.7981 36.2793     287    31    50   237  
  825  29.1408 36.8956     173   114    28   145  
  826  29.5457 35.2763     247    74    25   222  
  827  30.2002 36.0151     442   195    23   419  
  828  29.6501 36.0270     186   256    66   120  
  829  28.7195 35.9499     340   154    99   241  
  830  28.8257 34.9966     401    61    50   351  
  831  29.7422 34.7756     331    70    17   314  
  832  29.1839 36.4927     640   309    35   605  
  833  30.2377 35.4171     192   448    36   156  
  834  30.2674 35.3888     401   209    38   363  
  835  29.2943 36.0622     382    19    30   352  
  836  28.5563 35.9617     632   250    74   558  
  837  29.0232 36.9465     567    65    83   484  
  838  29.2897 36.3292     780   213    46   734  
  839  29.7885 36.3151     442   338    35   407  
  840  29.6944 36.8169     260   182    17   243  
  841  29.3447 35.6177     287    27    12   275  
  842  30.2654 34.6825     277    10    23   254  
  843  29.3792 35.2572     187    90    45   142  
  844  29.1430 36.1326     247    60    10   237  
  845  29.2544 35.8183     455   208    59   396  
  846  28.9822 35.7416     465    10    22   443  
  847  29.1878 35.5308     618   153    53   565  
  848  27.1474 34.9792     557    61    54   503  
  849  28.0465 35.9594     369   188   169   200  
  850  27.4688 37.2628     253   116    56   197  
  851  30.7007 37.3731     306    53    80   226  
  852  29.9631 37.5068     287    19    40   247  
  853  27.1704 37.4142     233    54    48   185  
  854  29.9697 34.7236     405   172    16   389  
  855  29.5986 34.7218     360    45    49   311  
  856  30.0592 36.1760     333    27    40   293  
  857  27.6732 35.8975     416    83    28   388  
  858  29.7708 36.8018     483    67    84   399  
  859  28.6269 36.2295     519    36    77   442  
  860  28.2061 36.1490     614    95    66   548  
  861  28.3209 34.8415     462   152    17   445  
  862  27.3979 34.5498     201   261    52   149  
  863  29.6382 34.8895     326   125    34   292  
  864  27.3752 33.8492     223   103    49   174  
  865  27.7038 35.5983     205    18    14   191  
  866  28.0311 36.6476     324   119    13   311  
  867  29.8613 35.8285     182   142    44   138  
  868  27.7622 35.1571     287   105     7   280  
  869  27.6407 35.2420     240    47    28   212  
  870  25.1192 35.3275     237     3    33   204  
  871  27.4996 36.0299     211    26    65   146  
  872  26.9546 35.5160     285    74    27   258  
  873  28.3299 35.3093     334    49    11   323  
  874  28.0495 35.1085     250    84     3   247  
  875  24.8022 35.9427     179    71    49   130  
  876  27.2802 35.3404     209    30    99   110  
  877  26.8732 35.6783     509   300    12   497  
  878  26.5281 36.1281     273   236    42   231  
  879  27.8462 36.0239     352    79    12   340  
  880  26.5247 36.1202     781   429    40   741  
  881  27.4582 35.7457     532   249    99   433  
  882  26.9127 35.4101     487    45    66   421  
  883  29.1310 37.1875     309   178    17   292  
  884  27.2997 35.5482     532   223   106   426  
  885  26.2242 34.7262     424   108    27   397  
  886  27.0027 34.0863     586   162    18   568  
  887  27.2238 34.8217     236   350    44   192  
  888  27.1157 34.7648     290    54    13   277  
  889  27.2671 34.3803     438   148    50   388  
  890  27.0520 35.2818     339    99    55   284  
  891  26.8951 33.6968     437    98    34   403  
  892  26.9248 34.9603     410    27    15   395  
  893  27.3222 34.9786     715   305    43   672  
  894  25.7687 34.3630     496   219   146   350  
  895  27.0265 34.9690     404    92     7   397  
  896  27.3556 33.8828     225   179    80   145  
  897  28.4531 34.6606     450   225    64   386  
  898  28.2026 35.0805     467    17    49   418  
  899  29.5090 35.5054     321   146    82   239  
  900  27.6694 34.9601     556   235    72   484  
  901  28.3148 34.5206     467    89    39   428  
  902  27.5112 34.9454     627   160    35   592  
  903  27.5329 34.5096     532    95    69   463  
  904  27.8624 34.5638     616    84    78   538  
  905  26.4344 35.3349     401   215    84   317  
  906  28.2023 34.0961     391    10    20   371  
  907  27.4597 34.5061     324    67    69   255  
  908  28.5664 34.6280     301    23    59   242  
  909  27.3277 33.9523     507   206    44   463  
  910  27.5814 34.0969     436    71    78   358  
  911  28.2943 33.0317     567   131    38   529  
  912  27.2179 33.9615     629    62    48   581  
  913  27.0786 33.0208     184   445    47   137  
  914  27.9905 33.9278     562   378    44   518  
  915  26.9649 33.8525     344   218    35   309  
  916  27.9737 33.7266     480   136    83   397  
  917  27.5529 33.7574     282   198    95   187  
  918  28.0238 32.9034     781   499    51   730  
  919  29.0376 33.2835     342   439    28   314  
  920  27.5916 34.4869     463   121    69   394  
  921  28.2815 33.0360     367    96     9   358  
  922  28.9300 34.6161     602   235    26   576  
  923  28.9203 33.8686     206   396    11   195  
  924  28.1378 33.9742     229    23    52   177  
  925  28.7946 33.9160     324    95    18   306  
  926  29.3417 34.3924     226    98     6   220  
  927  28.5981 32.8760     343   117    16   327  
  928  28.5208 34.7890     564   221    21   543  
  929  28.4031 34.4397     463   101    52   411  
  930  29.7244 33.3726     163   300    41   122  
  931  27.6041 34.7706     289   126    19   270  
  932  30.3820 32.6211     207    82    35   172  
  933  28.2799 33.4959     565   358    85   480  
  934  28.0693 34.5538     284   281    65   219  
  935  28.6683 34.3348     540   256    38   502  
  936  27.1775 33.7959     234   306    27   207  
  937  29.4978 34.3301     611   377    91   520  
  938  28.5664 32.9350     592    19    48   544  
  939  27.2599 34.9803     424   168    56   368  
  940  28.2039 34.3590     118   306    18   100  
  941  28.2781 34.2387     406   288    57   349  
  942  28.8058 34.0132     849   443    31   818  
  943  29.3305 32.5705     326   523    10   316  
  944  28.8122 33.6831     216   110    20   196  
  945  30.0620 34.0504     210     6    39   171  
  946  30.7889 32.8996     100   110     6    94  
  947  28.8093 32.8529     438   338    40   398  
  948  29.4844 34.3539     367    71    65   302  
  949  28.3814 31.4360     197   170    95   102  
  950  28.4525 34.0336     145    52    57    88  
  951  28.6834 32.6509     239    94    15   224  
  952  27.1925 31.6155     148    91    32   116  
  953  28.6575 34.7084     231    83    42   189  
  954  27.8315 33.6710     311    80    82   229  
  955  27.8243 34.8974     346    35    26   320  
  956  29.7346 35.5761     130   216    50    80  
  957  28.9897 32.4292     249   119    31   218  
  958  27.8076 32.5191     537   288    38   499  
  959  31.0910 33.2487     316   221    12   304  
  960  27.8635 31.4626      77   239    43    34  
  961  28.6170 33.9953     100    23    44    56  
  962  28.2739 31.9164     165    65    27   138  
  963  29.8321 32.0852     492   327    35   457  
  964  29.1308 32.8219     530    38     7   523  
  965  29.8902 32.0488     343   187    64   279  
  966  29.1251 32.9447     407    64    43   364  
  967  27.6199 32.5881     408     1    22   386  
  968  29.8955 32.6519     230   178    20   210  
  969  28.6836 32.5770     173    57    17   156  
  970  28.9725 33.0140     114    59    57    57  
  971  29.7844 32.1112     192    78    28   164  
  972  30.2554 33.6024     125    67    20   105  
  973  28.7477 33.9767     166    41    29   137  
  974  28.4529 32.7772     300   134    51   249  
  975  28.7529 32.0798     163   137    47   116  
  976  29.0639 33.2311     404   241    75   329  
  977  29.0076 31.3946     124   280    27    97  
  978  28.9132 30.6123     136    12    25   111  
  979  28.3130 33.7313     165    29    25   140  
  980  30.2040 33.2088     199    34    16   183  
  981  29.6134 32.2038     338   139    50   288  
  982  30.4740 32.0806     376    38    33   343  
  983  29.0451 31.7463     408    32    49   359  
  984  28.7490 33.4628     318    90    41   277  
  985  29.1588 33.4894     244    74    57   187  
  986  29.1158 34.1786     220    24    21   199  
  987  31.0695 32.8601     245    25    44   201  
  988  28.5176 33.0205     240     5    42   198  
  989  30.7501 32.6501     179    61    35   144  
  990  30.7676 31.4083     248    69    17   231  
  991  30.1231 31.3724     388   140    45   343  
  992  29.8861 31.4945     347    41    39   308  
  993  30.5646 31.9359     222   125    10   212  
  994  30.5113 33.7761     222     0    55   167  
  995  29.2244 31.5437     189    33    40   149  
  996  30.1594 32.8514     559   370    56   503  
  997  30.6136 30.8464     183   376    37   146  
  998  29.6453 33.4323     523   340    77   446  
  999  29.9051 32.6999     578    55    70   508  
 1000  28.1886 34.4401     123   455    31    92  
 1001  27.4916 33.9861     122     1    55    67  
 1002  30.3920 31.3399     212    90    22   190  
 1003  30.2703 33.4831     166    46    24   142  
 1004  30.0058 32.8101     246    80    43   203  
 1005  29.7202 31.6018     286    40    13   273  
 1006  29.4835 32.6685     235    51    10   225  
 1007  30.1754 32.3578     213    22    53   160  
 1008  27.5139 32.1977     489   276    62   427  
 1009  28.7335 31.9230     353   136     7   346  
 1010  30.4245 34.4495     166   187    56   110  
 1011  27.4847 33.6620     354   188    19   335  
 1012  27.7976 31.6772     120   234    29    91  
 1013  29.5227 32.8418     386   266    32   354  
 1014  31.3904 32.5618     250   136     4   246  
 1015  29.0577 31.7724     366   116    64   302  
 1016  28.3571 30.9643     321    45    80   241  
 1017  27.8944 32.0763     188   133    21   167  
 1018  30.0225 29.8630     111    77    36    75  
 1019  28.5811 33.6048     157    46    64    93  
 1020  27.6389 31.5162     285   128    25   260  
 1021  28.0610 31.6763     159   126    17   142  
 1022  30.5851 30.7648      77    82    16    61  
 1023  29.2016 31.7688     179   102    23   156  
 1024  29.0244 31.3519     274    95    47   227  
 1025  28.4684 30.9606     320    46    35   285  
 1026  27.9623 31.9327     594   274    74   520  
 1027  29.7694 31.7210     547    47    55   492  
 1028  27.7079 31.2747     167   380     9   158  
 1029  28.5640 31.4445     550   383    29   521  
 1030  28.4193 32.2961     116   434    42    74  
 1031  29.1255 31.7064     399   283    38   361  
 1032  28.9574 31.7772     243   156    34   209  
 1033  28.3809 31.3435     112   131    27    85  
 1034  30.2829 30.4365     410   298    38   372  
 1035  29.2030 32.2640     314    96    17   297  
 1036  28.3947 31.2974     539   225    51   488  
 1037  29.1552 31.2017     616    77    50   566  
 1038  30.3711 32.9878     254   362    18   236  
 1039  28.3352 29.5862      78   176    34    44  
 1040  29.4555 32.4225      72     6    22    50  
 1041  29.3748 29.6774     107    35    15    92  
 1042  29.2300 31.2208     355   248    35   320  
 1043  29.8005 30.5056     389    34    51   338  
 1044  29.3597 30.8626     562   173   105   457  
 1045  29.5921 30.9476     163   399    12   151  
 1046  28.9084 30.5512     331   168    12   319  
 1047  28.0490 31.6889     264    67    66   198  
 1048  29.5297 31.1776     183    81    41   142  
 1049  29.8509 29.7921     254    71    20   234  
 1050  27.8183 29.7371     379   125    31   348  
 1051  28.3947 29.0864     318    61    43   275  
 1052  29.0899 30.6312     201   117    34   167  
 1053  29.1339 30.8938     609   408    14   595  
 1054  29.4902 29.2558     375   234    31   344  
 1055  30.5315 30.2463     329    46    34   295  
 1056  29.6288 30.9909     639   310    20   619  
 1057  29.2495 31.3526     407   232    74   333  
 1058  29.5052 31.7027     499    92    28   471  
 1059  29.5543 30.8877     295   204    53   242  
