  217  318.2523 239.9247   
  218  319.7034 239.1322   
  219  319.5010 236.9303   
  220  319.2990 237.1929   
  221  319.9531 238.1462   
  222  316.7434 237.7383   
  223  319.1605 236.6889   
  224  318.2417 238.2439   
  225  319.7796 238.5256   
  226  319.0475 238.2749   
  227  318.4280 238.3059   
  228  318.2861 236.8845   
  229  319.2455 239.4463   
  230  316.1801 236.2504   
  231  318.7112 238.0850   
  232  320.0137 237.4388   
  233  322.0152 234.9519   
  234  321.0734 236.6617   
  235  322.2398 237.8909   
  236  321.3470 235.1731   
  237  321.2932 236.4561   
  238  319.7349 235.7508   
  239  321.4636 235.5613   
  240  321.0062 236.8187   
  241  320.6200 235.3365   
  242  319.4903 238.9320   
  243  318.5352 235.4401   
  244  320.3069 235.5812   
  245  320.4264 237.1392   
  246  319.9174 236.1342   
  247  317.8215 237.7432   
  248  320.1762 237.1126   
  249  320.7316 237.5848   
  250  319.6618 239.1118   
  251  319.5822 238.8876   
  252  319.6438 237.4583   
  253  319.6632 238.1745   
  254  317.5902 238.2398   
  255  319.8060 236.6582   
  256  320.8966 236.5287   
  257  321.3064 238.3481   
  258  319.3499 237.3880   
  259  322.6485 236.7149   
  260  320.0803 237.6856   
  261  321.4389 238.7475   
  262  323.7292 237.9989   
  263  321.2905 237.9379   
  264  322.4898 238.6220   
  265  323.9394 236.5248   
  266  321.2559 237.4685   
  267  321.8920 238.9602   
  268  324.9236 236.4441   
  269  323.3472 236.9448   
  270  320.7502 239.1809   
  271  322.8657 236.4868   
  272  321.6827 236.3659   
  273  320.7830 237.0150   
  274  321.9976 237.3787   
  275  320.6431 237.7922   
  276  321.8592 238.4737   
  277  323.8020 237.3569   
  278  321.8151 240.3502   
  279  321.5989 240.0959   
  280  320.9518 238.4182   
  281  321.0726 239.0056   
  282  322.4323 237.1383   
  283  320.9501 238.3157   
  284  321.6584 237.5811   
  285  319.7022 240.0564   
  286  322.7126 237.4714   
  287  321.3780 237.6928   
  288  321.2632 236.9482   
  289  320.6317 235.4487   
  290  318.9336 236.5236   
  291  319.5028 236.5262   
  292  319.9985 236.3532   
  293  323.6824 237.8143   
  294  320.8741 237.4858   
  295  321.5133 237.0681   
  296  321.9574 236.8894   
  297  321.6764 239.5120   
  298  323.5009 238.7213   
  299  321.7972 236.6865   
  300  320.5459 239.2260   
  301  321.7975 237.7055   
  302  322.7539 237.9673   
  303  322.6359 237.3053   
  304  321.5490 237.8275   
  305  321.5427 238.7356   
  306  321.6435 236.0799   
  307  321.5252 237.8372   
  308  320.9238 237.9859   
  309  320.9156 238.6588   
  310  322.9298 239.1552   
  311  320.8200 239.0319   
  312  320.8018 239.0617   
  313  321.5974 236.9184   
  314  322.7168 236.6739   
  315  322.4164 238.3121   
  316  324.3940 238.8711   
  317  322.2228 235.5634   
  318  320.8109 237.2869   
  319  320.7424 238.8847   
  320  322.7824 235.3161   
  321  322.6588 237.9654   
  322  323.4504 236.4627   
  323  323.2321 238.2131   
  324  321.5712 235.9474   
  325  322.5281 236.9438   
  326  322.8534 238.1746   
  327  325.5319 237.0911   
  328  323.2235 238.8522   
  329  320.8287 237.2338   
  330  320.4752 237.9076   
  331  321.3272 237.6134   
  332  322.3567 235.6043   
  333  322.1248 238.7375   
  334  321.4980 237.8170   
  335  322.0914 237.4451   
  336  322.6859 237.5695   
  337  322.3446 238.2373   
  338  321.6977 240.0644   
  339  322.4367 238.4136   
  340  323.0413 237.7601   
  341  321.2393 239.0898   
  342  321.2678 240.0530   
  343  322.4065 239.4494   
  344  319.9014 239.1461   
  345  323.6955 236.8008   
  346  322.6390 240.0742   
  347  322.3760 237.9491   
  348  323.0343 238.1005   
  349  319.3081 236.8714   
  350  321.4866 236.1825   
  351  321.8894 235.7235   
  352  322.6821 233.4907   
  353  320.4797 236.5475   
  354  321.6096 235.9736   
  355  321.4851 237.2358   
  356  320.8772 235.4486   
  357  324.1613 237.8222   
  358  322.1835 235.9980   
  359  323.2540 236.2332   
  360  320.6342 235.1757   
  361  320.4289 236.2837   
  362  320.2992 236.7770   
  363  321.5777 237.0263   
  364  319.8823 236.7940   
  365  321.4584 234.5999   
  366  321.5112 237.6884   
  367  323.1807 235.3450   
  368  324.2776 236.5607   
  369  322.0634 238.2608   
  370  322.0419 237.2676   
  371  321.7801 236.1199   
  372  323.2783 235.5838   
  373  320.9051 234.1685   
  374  322.4845 235.0481   
  375  321.2741 234.5057   
  376  324.4966 235.1796   
  377  321.0382 235.2971   
  378  323.1477 236.7928   
  379  322.3065 238.7527   
  380  323.0034 233.9747   
  381  320.9686 235.6165   
  382  319.5424 235.0567   
  383  322.8525 236.4627   
  384  321.8441 238.1897   
  385  324.9988 235.6958   
  386  323.0805 235.7448   
  387  324.1397 234.8950   
  388  323.8789 235.4364   
  389  323.8236 235.1043   
  390  324.0585 235.3457   
  391  325.3344 236.6125   
  392  325.4453 235.3701   
  393  325.2004 234.8971   
  394  323.2633 236.8468   
  395  321.1245 235.7596   
  396  323.6645 234.8066   
  397  322.1651 236.1628   
  398  324.9509 235.5805   
  399  323.7405 235.3303   
  400  325.3870 235.0565   
  401  321.7018 234.3505   
  402  325.7528 235.0621   
  403  324.7804 236.4637   
  404  324.8420 236.3481   
  405  322.9911 237.3787   
  406  323.6484 235.7331   
  407  324.6845 237.5877   
  408  324.3530 236.0346   
  409  325.6677 236.7945   
  410  324.3127 237.0615   
  411  323.1765 236.9143   
  412  323.9278 235.6679   
  413  323.7174 235.2787   
  414  324.4407 235.4990   
  415  322.6321 235.4768   
  416  321.7119 236.8953   
  417  323.2744 234.8563   
  418  325.7216 235.0628   
  419  322.8067 236.6880   
  420  321.4451 235.8462   
  421  325.2497 237.0026   
  422  323.5917 235.2398   
  423  324.9764 236.9002   
  424  324.2957 235.2964   
  425  325.1130 234.7902   
  426  322.1395 235.7570   
  427  323.4791 236.5196   
  428  324.9363 235.3407   
  429  323.1002 234.0455   
  430  324.0056 236.1837   
  431  324.2156 235.4922   
  432  325.0349 237.6633   
  433  323.4764 234.3867   
  434  325.7739 236.7059   
  435  323.2841 236.0133   
  436  323.8301 235.7820   
  437  322.5802 237.6443   
  438  323.4397 233.2324   
  439  324.6861 235.4387   
  440  324.5952 234.3636   
  441  324.8658 235.5697   
  442  324.5323 235.9788   
  443  325.5965 235.9089   
  444  323.9250 236.2005   
  445  325.4790 235.9052   
  446  324.0706 236.1593   
  447  323.8926 235.0858   
  448  322.4293 233.4519   
  449  322.7486 236.7164   
  450  324.5787 235.6822   
  451  322.8261 236.5316   
  452  322.8453 233.9059   
  453  323.2002 234.1530   
  454  321.5930 236.1073   
  455  322.8843 235.7633   
  456  321.1953 236.2766   
  457  322.5963 236.6014   
  458  322.1275 235.7091   
  459  319.7786 235.2766   
  460  321.2485 236.4179   
  461  322.0854 234.9892   
  462  321.9387 236.4558   
  463  321.8890 236.8233   
  464  323.8772 235.5528   
  465  322.1604 236.1486   
  466  322.8363 235.7095   
  467  321.5447 235.8839   
  468  322.9757 234.5231   
  469  321.3559 235.6548   
  470  322.5975 236.1071   
  471  323.4485 235.4400   
  472  321.9500 236.9967   
  473  323.0361 236.5991   
  474  321.0700 237.2811   
  475  323.2150 235.8864   
  476  319.5187 235.2098   
  477  322.4144 235.3850   
  478  322.6477 233.5188   
  479  320.7550 234.4816   
  480  320.4495 233.5575   
  481  321.9846 233.5671   
  482  322.9486 234.1897   
  483  321.8956 233.6325   
  484  321.5410 233.8115   
  485  321.9051 235.1396   
  486  323.7602 234.5817   
  487  321.0493 235.0221   
  488  323.0710 233.1882   
  489  322.6405 232.3457   
  490  322.4575 233.5387   
  491  323.3879 233.6745   
  492  321.1195 235.4656   
  493  321.1676 234.1118   
  494  321.7456 234.3278   
  495  321.7526 235.6920   
  496  319.6578 233.9919   
  497  320.2315 235.8972   
  498  322.8091 234.8836   
  499  319.7133 234.5214   
  500  321.6410 234.2494   
  501  318.5906 234.5030   
  502  321.4005 233.1725   
  503  322.3570 235.2009   
  504  320.0027 234.4633   
  505  322.0424 235.0984   
  506  322.5496 235.7842   
  507  321.5591 233.4781   
  508  320.4935 233.4879   
  509  319.8160 234.1246   
  510  317.5539 234.8966   
  511  319.6098 234.5111   
  512  318.6129 236.2196   
  513  321.7570 234.9283   
  514  318.5214 234.1538   
  515  319.1475 232.9223   
  516  318.9055 235.0677   
  517  321.1333 235.2596   
  518  319.4579 234.3838   
  519  320.9915 234.9232   
  520  320.0330 234.5895   
  521  320.8998 233.9850   
  522  319.1198 235.6000   
  523  318.6236 235.7051   
  524  319.0626 233.0046   
  525  320.0401 231.2886   
  526  321.0197 232.5052   
  527  321.4577 232.5574   
  528  319.7899 233.7878   
  529  320.3094 234.7374   
  530  319.8212 234.1831   
  531  319.8547 233.5911   
  532  319.6454 235.0124   
  533  318.7465 231.9051   
  534  318.2140 234.4125   
  535  321.3352 232.8876   
  536  320.2949 232.7628   
  537  319.4358 234.5745   
  538  317.0451 231.7402   
  539  317.5112 234.4288   
  540  317.0656 234.5387   
  541  317.9699 233.2982   
  542  317.4355 233.4174   
  543  317.2447 233.7086   
  544  317.9132 233.9334   
  545  315.7996 234.1424   
  546  316.3950 234.1752   
  547  317.4400 235.0367   
  548  318.9399 234.3674   
  549  318.9372 234.4155   
  550  319.8659 235.8602   
  551  318.4223 236.2016   
  552  316.1588 233.9516   
  553  317.5255 233.4189   
  554  318.3669 233.0484   
  555  319.7304 233.3878   
  556  318.0399 233.0688   
  557  319.1607 236.2953   
  558  317.1318 232.9851   
  559  316.0638 234.3906   
  560  316.6753 232.8845   
  561  316.8312 235.1243   
  562  319.2990 234.4170   
  563  319.8753 234.9706   
  564  316.0255 234.6739   
  565  318.6202 233.0072   
  566  319.2870 234.1645   
  567  318.8760 236.8863   
  568  318.5160 233.0350   
  569  317.4867 234.8384   
  570  317.9473 233.9644   
  571  318.8535 232.0970   
  572  319.0426 233.9944   
  573  318.1140 235.4776   
  574  316.4262 233.6014   
  575  318.0714 234.4350   
  576  318.5317 234.9764   
  577  316.9305 234.2364   
  578  316.5773 233.9494   
  579  318.2014 235.0205   
  580  317.0151 233.1380   
  581  318.1212 234.2529   
  582  317.5927 233.8477   
  583  315.5835 233.3588   
  584  315.4209 231.4542   
  585  316.4519 234.9972   
  586  317.3787 234.1385   
  587  314.0386 234.5190   
  588  316.6743 232.5038   
  589  316.7246 232.9377   
  590  317.3086 234.0093   
  591  317.8439 234.6812   
  592  314.5248 233.6669   
  593  314.9133 234.6043   
  594  314.2733 234.3728   
  595  317.0655 234.1247   
  596  314.9649 234.1935   
  597  315.2911 234.5172   
  598  316.9734 233.8329   
  599  315.3445 232.6217   
  600  315.4030 232.8777   
  601  315.0853 232.6440   
  602  313.8272 233.0462   
  603  317.4009 233.0399   
  604  315.5082 234.3857   
  605  314.9113 233.9640   
  606  314.6699 233.9932   
  607  315.8335 235.7544   
  608  314.3500 234.0586   
  609  317.4574 232.2333   
  610  317.1263 231.9104   
  611  315.1160 233.7758   
  612  316.5181 233.1765   
  613  316.3800 234.8174   
  614  316.5152 233.8364   
  615  317.2982 234.9809   
  616  315.0759 235.3009   
  617  316.0914 231.7939   
  618  318.6071 233.5507   
  619  315.5997 235.9321   
  620  313.2317 234.0727   
  621  317.3463 234.7746   
  622  317.0001 234.1336   
  623  316.0095 234.1255   
  624  316.7850 234.1726   
  625  316.1558 233.3931   
  626  315.5038 232.2003   
  627  316.4291 233.5127   
  628  317.3498 232.5492   
  629  313.6180 233.2319   
  630  315.7103 234.4140   
  631  315.5334 234.8446   
  632  314.9503 232.5478   
  633  318.0753 235.6899   
  634  316.9084 236.0156   
  635  317.3498 234.0208   
  636  318.5138 232.2442   
  637  316.5130 234.9551   
  638  316.8068 233.6018   
  639  316.2087 232.5700   
  640  317.3018 233.6164   
  641  316.0368 234.1661   
  642  315.7699 235.7761   
  643  316.5456 233.4806   
  644  316.2455 233.6108   
  645  316.1329 233.8206   
  646  317.9645 234.6943   
  647  316.8779 233.9435   
  648  317.9300 235.0659   
  649  316.4014 233.9102   
  650  315.9382 234.1698   
  651  315.0920 234.7689   
  652  315.0926 234.6040   
  653  315.7044 233.4140   
  654  317.0783 232.1947   
  655  315.7166 233.8658   
  656  316.0474 232.9455   
  657  316.2394 235.7518   
  658  315.9668 233.0369   
  659  317.4215 233.7885   
  660  315.2583 233.1037   
  661  315.4915 235.3249   
  662  315.2942 234.9596   
  663  315.9906 233.3011   
  664  313.5888 233.8277   
  665  314.5180 234.2444   
  666  314.9681 234.7635   
  667  316.5459 232.7440   
  668  316.0679 233.5274   
  669  317.3316 233.6982   
  670  315.5773 234.8898   
  671  315.5101 233.0890   
  672  317.1008 234.6586   
  673  316.7805 235.2380   
  674  316.6451 232.8453   
  675  317.6468 235.0266   
  676  315.6950 232.4281   
  677  317.2646 235.0148   
  678  316.5346 233.3203   
  679  316.6184 232.7056   
  680  314.7994 231.5033   
  681  316.0295 231.9489   
  682  315.0981 231.9365   
  683  315.4901 234.4850   
  684  318.0175 234.8566   
  685  318.4196 230.8358   
  686  316.4801 231.4206   
  687  316.8666 231.8013   
  688  317.5410 231.4042   
  689  316.6158 231.3457   
  690  317.1830 230.9538   
  691  317.1490 232.8657   
  692  317.1433 231.7925   
  693  316.3128 231.9788   
  694  315.8573 232.5320   
  695  318.6210 231.7083   
  696  317.2706 233.7592   
  697  318.3653 232.1735   
  698  314.7891 232.3231   
  699  316.1628 232.6600   
  700  316.3890 232.5872   
  701  316.6592 231.5185   
  702  318.1761 232.6382   
  703  319.1269 231.7797   
  704  317.6750 233.7924   
  705  317.6633 230.6489   
  706  316.7997 231.7145   
  707  318.3628 232.1826   
  708  316.5866 233.3878   
  709  318.0521 231.8831   
  710  318.1418 232.8381   
  711  319.2378 229.5454   
  712  318.3863 232.7392   
  713  317.1522 231.6410   
  714  317.1888 233.1276   
  715  318.2995 231.3062   
  716  318.4052 231.2911   
  717  319.2171 230.4845   
  718  317.7128 234.0575   
  719  318.2432 233.0850   
  720  316.5840 233.6986   
  721  318.6233 233.6471   
  722  318.5646 232.6038   
  723  316.0805 233.6074   
  724  316.9174 231.3321   
  725  317.7768 231.2334   
  726  317.4520 232.6489   
  727  318.3512 233.5393   
  728  317.0248 235.6726   
  729  319.9043 232.6489   
  730  320.2692 234.7371   
  731  317.8552 234.8546   
  732  319.1286 234.1404   
  733  317.0587 234.7097   
  734  319.5790 234.5163   
  735  317.6234 234.6975   
  736  316.3650 233.2791   
  737  317.7211 233.4554   
  738  319.8289 233.3668   
  739  317.5827 233.9840   
  740  317.3117 232.0704   
  741  317.5987 233.8946   
  742  318.4475 235.5035   
  743  316.9588 236.3653   
  744  318.0598 235.3346   
  745  319.1508 234.6380   
  746  318.9683 235.5248   
  747  316.5922 234.4102   
  748  318.7079 233.7361   
  749  319.2026 233.8180   
  750  318.8930 234.6704   
  751  318.4980 237.0711   
  752  316.8094 235.1979   
  753  318.0795 233.4382   
  754  317.7798 233.9784   
  755  317.3900 232.7270   
  756  315.1320 235.4493   
  757  318.1845 234.8697   
  758  318.6796 234.1328   
  759  318.8654 235.4769   
  760  318.8839 230.5046   
  761  318.0133 233.7603   
  762  317.7638 233.6464   
  763  319.2602 233.4454   
  764  317.2339 234.0202   
  765  317.5304 235.8819   
  766  316.3768 234.2549   
  767  318.4622 235.2963   
  768  318.9210 234.9731   
  769  319.0816 234.9918   
  770  318.6095 236.4848   
  771  318.0898 236.7707   
  772  317.7475 236.1331   
  773  318.7735 235.1646   
  774  320.2640 236.5477   
  775  319.7072 237.5594   
  776  319.4434 235.5113   
  777  318.3583 236.6102   
  778  318.5172 235.9177   
  779  317.2613 235.7884   
  780  316.3664 236.1143   
  781  319.8959 236.3288   
  782  317.7411 236.2009   
  783  320.9295 235.2470   
  784  320.2604 237.0754   
  785  319.2990 237.7963   
  786  317.5731 234.9235   
  787  319.0721 235.7725   
  788  317.7116 236.1291   
  789  319.1909 235.7453   
  790  317.9763 234.7846   
  791  317.0704 236.1696   
  792  318.7031 235.8450   
  793  318.8143 237.0312   
  794  318.3778 234.9359   
  795  315.6200 237.4657   
  796  317.6605 237.4124   
  797  318.5375 235.3963   
  798  320.1753 235.3486   
  799  317.9129 235.5394   
  800  319.0895 235.1552   
  801  319.3448 236.7526   
  802  319.7004 235.9005   
  803  318.3911 236.2073   
  804  319.8460 234.7201   
  805  319.1471 235.9645   
  806  317.3808 235.0651   
  807  317.7016 234.8583   
  808  318.2412 233.5625   
  809  318.8231 237.8279   
  810  316.5668 237.8701   
  811  317.7411 237.7738   
  812  317.8359 235.7378   
  813  319.3743 235.2568   
  814  318.3281 237.4485   
  815  317.6438 236.3135   
  816  317.7406 233.9346   
  817  316.3224 235.8713   
  818  318.4849 236.6439   
  819  317.5339 236.9676   
  820  319.1796 234.6120   
  821  318.5136 235.5041   
  822  316.0502 238.6661   
  823  317.5035 237.0667   
  824  317.2490 237.0120   
  825  317.2576 236.1583   
  826  316.6823 235.9934   
  827  319.1917 236.9670   
  828  319.2902 234.6499   
  829  317.0726 234.1719   
  830  316.0204 234.6834   
  831  316.8625 236.6403   
  832  316.2212 236.6546   
  833  318.7457 236.7993   
  834  316.0379 236.8998   
  835  318.5498 235.6960   
  836  320.4636 234.9380   
  837  317.9256 235.4046   
  838  319.4715 237.8167   
  839  315.9931 236.1918   
  840  319.4784 237.8510   
  841  319.7895 237.0429   
  842  317.8575 236.4108   
  843  316.6205 236.5867   
  844  318.6139 234.8390   
  845  320.2847 236.2653   
  846  318.1402 236.1874   
  847  316.6387 236.8584   
  848  316.9477 236.7842   
  849  317.4718 236.7687   
  850  316.1509 234.8718   
  851  316.1747 235.0003   
  852  316.9501 236.0399   
  853  318.8316 236.6332   
  854  318.3810 236.6201   
  855  317.9236 235.9511   
  856  317.1428 235.8642   
  857  316.0835 235.9505   
  858  316.8258 235.9310   
  859  317.6042 236.2007   
  860  318.0579 235.1085   
  861  317.0867 235.9434   
  862  319.8738 233.9538   
  863  319.7019 234.6812   
  864  319.5949 236.4114   
  865  316.8702 234.4583   
  866  317.1922 234.8721   
  867  316.5877 235.3623   
  868  317.6022 234.6322   
  869  317.7690 238.2851   
  870  319.1574 238.9712   
  871  318.5731 237.3006   
  872  318.7531 236.5567   
  873  318.8221 236.9388   
  874  317.8944 236.2851   
  875  316.9586 235.5026   
  876  318.5985 236.6366   
  877  317.5250 236.1424   
  878  318.3754 237.2890   
  879  321.4496 237.1356   
  880  319.8370 236.6601   
  881  319.6279 235.4224   
  882  317.0817 234.9410   
  883  316.9563 236.6230   
  884  318.5436 235.6425   
  885  318.3742 234.2266   
  886  316.8508 236.3403   
  887  319.9076 236.3547   
  888  316.1991 234.1395   
  889  318.3637 237.8695   
  890  318.2567 235.7032   
  891  320.5133 234.3930   
  892  317.8402 234.8455   
  893  318.6557 235.6486   
  894  318.0136 234.9853   
  895  319.6594 233.7552   
  896  318.5603 237.3533   
  897  316.0650 235.8716   
  898  317.9219 233.4101   
  899  318.0228 236.3415   
  900  316.9599 233.8677   
  901  316.0943 234.7009   
  902  316.6035 236.8610   
  903  317.2442 236.9716   
  904  316.7532 233.8868   
  905  316.9146 237.4724   
  906  320.0962 237.6442   
  907  317.4591 238.0355   
  908  317.9200 236.4820   
  909  317.2198 237.4513   
  910  319.0831 236.4544   
  911  318.2650 236.2642   
  912  317.6754 238.0298   
  913  318.3146 236.4279   
  914  317.2122 237.0058   
  915  318.4361 234.3132   
  916  317.5657 235.6625   
  917  316.4200 236.0492   
  918  316.3263 236.0236   
  919  318.7017 235.5365   
  920  318.9430 234.7690   
  921  316.1204 236.8544   
  922  319.5435 235.0399   
  923  318.3161 234.4195   
  924  320.4905 238.4264   
  925  319.9346 235.4110   
  926  317.7934 234.7579   
  927  316.7174 236.2549   
  928  316.2640 236.1160   
  929  318.0515 234.1290   
  930  318.0449 236.2203   
  931  318.8431 236.7901   
  932  318.6735 237.5502   
  933  317.4110 236.7045   
  934  317.7409 236.8719   
  935  319.0084 235.3822   
  936  318.4505 236.4346   
  937  318.3377 235.5963   
  938  318.4997 235.2157   
  939  318.3853 235.9302   
  940  318.0217 235.4803   
  941  318.0079 237.0796   
  942  318.3016 234.9139   
  943  318.7746 234.8181   
  944  317.0391 236.1863   
  945  317.2361 237.1303   
  946  315.4531 237.5761   
  947  318.0322 234.6857   
  948  319.0080 235.3122   
  949  316.4153 237.1959   
  950  316.8899 237.7047   
  951  318.7831 238.0416   
  952  318.6631 235.5265   
  953  316.9587 236.4030   
  954  319.4456 235.3809   
  955  319.2856 236.9296   
  956  318.1829 237.0211   
  957  318.6372 234.6859   
  958  316.6507 235.8414   
  959  318.5740 236.9408   
  960  317.0740 239.0556   
  961  318.4152 235.4666   
  962  316.7560 238.1498   
  963  318.9724 236.3062   
  964  318.5476 235.4074   
  965  320.2931 236.6240   
  966  317.2487 234.6510   
  967  317.9860 236.6931   
  968  317.0845 237.4476   
  969  315.7393 236.7738   
  970  318.8909 236.2749   
  971  319.0605 235.0088   
  972  320.5422 236.9831   
  973  316.9083 236.7398   
  974  318.2433 234.7274   
  975  319.5963 234.0960   
  976  319.2922 232.3751   
  977  318.3191 235.7495   
  978  319.0704 236.3323   
  979  319.4596 236.2748   
  980  316.4805 236.7865   
  981  318.1547 235.7539   
  982  318.3417 235.9217   
  983  318.9369 235.0573   
  984  319.2552 237.0776   
  985  319.8820 234.6604   
  986  316.2109 234.9197   
  987  318.5489 235.3442   
  988  316.2054 234.5860   
  989  316.4320 236.1337   
  990  317.3048 234.6679   
  991  316.6030 235.3038   
  992  316.4674 234.7900   
  993  318.3711 237.0222   
  994  315.6716 239.2565   
  995  319.7299 236.0375   
  996  316.7471 236.6315   
  997  317.3222 237.0948   
  998  316.6335 237.0302   
  999  317.8444 236.9866   
